hotel,date,room_type,capacity,occupied,adr,room_revenue,fnb_revenue,spa_revenue,other_revenue,total_revenue,rooms_cost,fnb_cost,spa_cost,other_cost,total_cost,channel,occupancy_rate,revpar,gop,goppar
Hôtel des Îles,2025-03-29,Single,10,6,61.28,367.68,25.03,16.55,145.81,555.07,60.92,9.32,5.75,77.31,153.3,Agency,0.6,36.768,401.77000000000004,40.17700000000001
Hôtel des Îles,2025-03-29,Double,30,23,84.08,1933.84,319.36,90.25,200.0,2543.45,437.98,86.54,33.54,78.59,636.65,Agency,0.7666666666666667,64.46133333333333,1906.7999999999997,63.55999999999999
Hôtel des Îles,2025-03-29,Deluxe,15,13,154.93,2014.09,338.49,101.51,219.08,2673.17,391.78,108.61,38.69,124.94,664.02,Agency,0.8666666666666667,134.27266666666665,2009.15,133.94333333333333
Hôtel des Îles,2025-03-29,Suite,5,2,259.36,518.72,74.93,22.98,155.95,772.58,102.84,19.86,8.71,84.34,215.75,Direct,0.4,103.744,556.83,111.36600000000001
Hôtel des Îles,2025-03-30,Single,10,6,47.34,284.04,53.98,12.45,171.91,522.38,46.49,18.61,2.97,62.32,130.39,OTA,0.6,28.404000000000003,391.99,39.199
Hôtel des Îles,2025-03-30,Double,30,19,84.77,1610.63,321.58,111.94,157.31,2201.46,423.24,89.4,30.19,65.58,608.41,OTA,0.6333333333333333,53.68766666666667,1593.0500000000002,53.101666666666674
Hôtel des Îles,2025-03-30,Deluxe,15,9,156.54,1408.86,324.82,108.46,180.72,2022.86,388.46,115.32,26.21,82.66,612.65,OTA,0.6,93.92399999999999,1410.21,94.014
Hôtel des Îles,2025-03-30,Suite,5,3,255.31,765.93,106.3,46.27,200.16,1118.66,145.4,38.73,17.53,88.58,290.24,Agency,0.6,153.18599999999998,828.4200000000001,165.68400000000003
Hôtel des Îles,2025-03-31,Single,10,9,64.43,579.87,95.0,17.74,236.91,929.52,124.57,33.99,5.13,111.22,274.91,OTA,0.9,57.987,654.6099999999999,65.46099999999998
Hôtel des Îles,2025-03-31,Double,30,26,102.08,2654.08,134.5,52.08,190.92,3031.58,437.6,58.07,12.66,68.99,577.32,Direct,0.8666666666666667,88.46933333333332,2454.2599999999998,81.80866666666665
Hôtel des Îles,2025-03-31,Deluxe,15,14,115.97,1623.58,173.81,61.82,240.87,2100.08,303.78,68.89,17.8,93.78,484.25,OTA,0.9333333333333333,108.23866666666666,1615.83,107.722
Hôtel des Îles,2025-03-31,Suite,5,5,266.02,1330.1,320.58,20.54,226.55,1897.77,361.02,142.2,6.07,117.4,626.69,OTA,1.0,266.02,1271.08,254.21599999999998
Hôtel des Îles,2025-04-01,Single,10,9,47.71,429.39,67.68,22.75,73.24,593.06,100.16,20.81,8.83,38.72,168.52,Agency,0.9,42.939,424.53999999999996,42.45399999999999
Hôtel des Îles,2025-04-01,Double,30,26,82.5,2145.0,325.61,152.35,188.75,2811.71,448.72,105.66,44.36,66.65,665.39,OTA,0.8666666666666667,71.5,2146.32,71.54400000000001
Hôtel des Îles,2025-04-01,Deluxe,15,12,108.22,1298.64,119.46,80.64,147.28,1646.02,238.58,34.53,18.8,78.52,370.43,Direct,0.8,86.57600000000001,1275.59,85.03933333333333
Hôtel des Îles,2025-04-01,Suite,5,4,258.7,1034.8,140.0,50.18,161.55,1386.53,256.32,39.31,16.52,57.32,369.47,Corporate,0.8,206.95999999999998,1017.06,203.41199999999998
Hôtel des Îles,2025-04-02,Single,10,8,59.0,472.0,45.02,30.03,176.16,723.21,112.4,14.44,8.9,84.42,220.16,OTA,0.8,47.2,503.05000000000007,50.30500000000001
Hôtel des Îles,2025-04-02,Double,30,21,86.33,1812.93,378.6,29.36,241.81,2462.7,408.56,164.08,10.02,124.95,707.61,Direct,0.7,60.431000000000004,1755.0899999999997,58.50299999999999
Hôtel des Îles,2025-04-02,Deluxe,15,13,160.67,2088.71,159.03,28.97,118.18,2394.89,441.29,50.85,10.22,38.89,541.25,OTA,0.8666666666666667,139.24733333333333,1853.6399999999999,123.576
Hôtel des Îles,2025-04-02,Suite,5,3,315.33,945.99,169.21,57.33,73.6,1246.13,260.13,66.18,18.09,41.73,386.13,OTA,0.6,189.198,860.0000000000001,172.00000000000003
Hôtel des Îles,2025-04-03,Single,10,9,57.63,518.67,78.45,1.06,234.95,833.13,144.07,27.84,0.26,79.06,251.23,OTA,0.9,51.867,581.9,58.19
Hôtel des Îles,2025-04-03,Double,30,24,90.09,2162.16,389.57,82.2,220.92,2854.85,477.2,165.07,21.23,74.81,738.31,Corporate,0.8,72.07199999999999,2116.54,70.55133333333333
Hôtel des Îles,2025-04-03,Deluxe,15,11,168.89,1857.79,387.75,41.7,161.36,2448.6,476.17,107.36,15.13,77.75,676.41,Agency,0.7333333333333333,123.85266666666666,1772.19,118.146
Hôtel des Îles,2025-04-03,Suite,5,4,277.24,1108.96,70.05,55.2,167.04,1401.25,213.07,30.26,14.4,72.65,330.38,OTA,0.8,221.792,1070.87,214.17399999999998
Hôtel des Îles,2025-04-04,Single,10,9,58.19,523.71,89.05,21.52,188.91,823.19,82.92,27.33,7.83,61.2,179.28,Corporate,0.9,52.371,643.9100000000001,64.391
Hôtel des Îles,2025-04-04,Double,30,26,102.58,2667.08,168.65,46.07,75.57,2957.37,525.04,59.51,14.64,40.58,639.77,OTA,0.8666666666666667,88.90266666666666,2317.6,77.25333333333333
Hôtel des Îles,2025-04-04,Deluxe,15,11,162.93,1792.23,172.05,0.82,180.26,2145.36,323.26,73.64,0.3,58.23,455.43,Direct,0.7333333333333333,119.482,1689.93,112.662
Hôtel des Îles,2025-04-04,Suite,5,4,323.38,1293.52,148.71,2.63,200.03,1644.89,235.7,62.0,0.75,94.64,393.09,Corporate,0.8,258.704,1251.8000000000002,250.36000000000004
Hôtel des Îles,2025-04-05,Single,10,6,47.7,286.2,25.3,20.71,89.62,421.83,44.04,6.43,6.72,44.68,101.87,Direct,0.6,28.619999999999997,319.96,31.996
Hôtel des Îles,2025-04-05,Double,30,24,76.37,1832.88,173.54,11.85,224.99,2243.26,511.03,57.39,4.03,105.1,677.55,Corporate,0.8,61.096000000000004,1565.7100000000003,52.19033333333334
Hôtel des Îles,2025-04-05,Deluxe,15,12,155.88,1870.56,155.58,22.37,165.38,2213.89,465.07,44.95,6.22,96.58,612.82,Direct,0.8,124.704,1601.0699999999997,106.73799999999999
Hôtel des Îles,2025-04-05,Suite,5,3,265.05,795.15,112.58,36.22,188.52,1132.47,189.9,47.93,9.83,73.52,321.18,Direct,0.6,159.03,811.29,162.25799999999998
Hôtel des Îles,2025-04-06,Single,10,10,71.46,714.6,104.37,49.76,121.89,990.62,206.52,40.68,12.51,57.19,316.9,OTA,1.0,71.46000000000001,673.72,67.372
Hôtel des Îles,2025-04-06,Double,30,25,99.97,2499.25,462.89,71.38,152.54,3186.06,628.22,204.62,17.9,85.8,936.54,Agency,0.8333333333333334,83.30833333333334,2249.52,74.984
Hôtel des Îles,2025-04-06,Deluxe,15,11,141.4,1555.4,90.84,112.84,146.89,1905.97,340.71,33.0,25.94,64.74,464.39,Corporate,0.7333333333333333,103.69333333333334,1441.58,96.10533333333333
Hôtel des Îles,2025-04-06,Suite,5,5,285.53,1427.65,335.25,88.55,164.89,2016.34,363.12,145.79,30.33,67.69,606.93,OTA,1.0,285.53000000000003,1409.4099999999999,281.88199999999995
Hôtel des Îles,2025-04-07,Single,10,10,45.93,459.3,96.66,36.31,119.27,711.54,110.19,42.28,8.48,61.46,222.41,Corporate,1.0,45.93,489.13,48.913
Hôtel des Îles,2025-04-07,Double,30,26,93.84,2439.84,370.51,103.91,103.53,3017.79,699.6,119.92,21.73,40.38,881.63,OTA,0.8666666666666667,81.328,2136.16,71.20533333333333
Hôtel des Îles,2025-04-07,Deluxe,15,12,118.6,1423.2,247.08,81.8,128.41,1880.49,406.66,89.44,23.73,63.43,583.26,Agency,0.8,94.88000000000001,1297.23,86.482
Hôtel des Îles,2025-04-07,Suite,5,3,247.58,742.74,141.15,49.1,196.27,1129.26,221.63,42.98,18.41,104.02,387.04,OTA,0.6,148.548,742.22,148.44400000000002
Hôtel des Îles,2025-04-08,Single,10,7,61.65,431.55,78.18,22.15,91.9,623.78,66.7,26.33,6.95,51.74,151.72,Agency,0.7,43.155,472.05999999999995,47.205999999999996
Hôtel des Îles,2025-04-08,Double,30,22,108.82,2394.04,297.37,121.47,53.63,2866.51,618.55,124.04,33.99,23.3,799.88,Corporate,0.7333333333333333,79.80133333333333,2066.63,68.88766666666668
Hôtel des Îles,2025-04-08,Deluxe,15,10,153.12,1531.2,126.24,37.97,230.0,1925.41,387.74,56.45,13.42,134.0,591.61,Direct,0.6666666666666666,102.08,1333.8000000000002,88.92000000000002
Hôtel des Îles,2025-04-08,Suite,5,3,248.97,746.91,92.29,24.84,216.41,1080.45,146.75,40.48,5.86,107.95,301.04,OTA,0.6,149.382,779.4100000000001,155.882
Hôtel des Îles,2025-04-09,Single,10,8,69.38,555.04,87.03,2.74,91.75,736.56,123.7,23.25,1.01,47.29,195.25,Agency,0.8,55.504,541.31,54.13099999999999
Hôtel des Îles,2025-04-09,Double,30,21,98.23,2062.83,368.06,5.08,194.76,2630.73,589.6,150.58,1.61,97.65,839.44,Agency,0.7,68.761,1791.29,59.709666666666664
Hôtel des Îles,2025-04-09,Deluxe,15,13,164.86,2143.18,172.94,35.45,174.33,2525.9,362.7,52.41,13.01,69.41,497.53,OTA,0.8666666666666667,142.87866666666665,2028.3700000000001,135.22466666666668
Hôtel des Îles,2025-04-09,Suite,5,2,283.68,567.36,130.68,41.55,205.33,944.92,104.54,33.32,11.5,70.32,219.68,OTA,0.4,113.47200000000001,725.24,145.048
Hôtel des Îles,2025-04-10,Single,10,7,55.79,390.53,53.99,2.05,130.29,576.86,103.38,23.38,0.58,55.64,182.98,OTA,0.7,39.053,393.88,39.388
Hôtel des Îles,2025-04-10,Double,30,19,70.11,1332.09,96.07,66.9,87.35,1582.41,301.76,34.18,25.1,38.32,399.36,Direct,0.6333333333333333,44.403,1183.0500000000002,39.43500000000001
Hôtel des Îles,2025-04-10,Deluxe,15,13,114.13,1483.69,303.65,56.31,120.23,1963.88,302.92,127.67,17.5,61.96,510.05,Corporate,0.8666666666666667,98.91266666666667,1453.8300000000002,96.92200000000001
Hôtel des Îles,2025-04-10,Suite,5,2,249.46,498.92,114.33,10.96,104.62,728.83,97.49,42.58,3.15,54.2,197.42,Corporate,0.4,99.784,531.4100000000001,106.28200000000001
Hôtel des Îles,2025-04-11,Single,10,7,53.16,372.12,27.07,4.13,110.01,513.33,71.54,10.04,1.5,58.13,141.21,Direct,0.7,37.212,372.12,37.212
Hôtel des Îles,2025-04-11,Double,30,24,93.38,2241.12,309.43,126.78,167.53,2844.86,443.05,111.63,43.88,52.39,650.95,Direct,0.8,74.704,2193.91,73.13033333333333
Hôtel des Îles,2025-04-11,Deluxe,15,11,133.33,1466.63,131.31,64.35,73.21,1735.5,225.08,34.17,25.15,25.09,309.49,OTA,0.7333333333333333,97.77533333333334,1426.01,95.06733333333334
Hôtel des Îles,2025-04-11,Suite,5,5,258.05,1290.25,308.33,80.47,170.42,1849.47,281.59,99.05,31.34,81.95,493.93,OTA,1.0,258.05,1355.54,271.108
Hôtel des Îles,2025-04-12,Single,10,9,54.28,488.52,79.71,12.22,85.65,666.1,136.24,26.36,3.42,30.06,196.08,OTA,0.9,48.852,470.02,47.001999999999995
Hôtel des Îles,2025-04-12,Double,30,20,88.33,1766.6,227.1,0.62,104.77,2099.09,423.36,93.08,0.14,34.91,551.49,Agency,0.6666666666666666,58.88666666666666,1547.6000000000001,51.58666666666667
Hôtel des Îles,2025-04-12,Deluxe,15,10,170.45,1704.5,211.97,33.28,195.8,2145.55,362.97,94.6,8.98,112.88,579.43,Agency,0.6666666666666666,113.63333333333334,1566.1200000000003,104.40800000000003
Hôtel des Îles,2025-04-12,Suite,5,4,293.06,1172.24,233.11,43.79,95.56,1544.7,210.89,78.11,15.37,46.01,350.38,OTA,0.8,234.448,1194.3200000000002,238.86400000000003
Hôtel des Îles,2025-04-13,Single,10,8,53.93,431.44,36.22,22.52,172.42,662.6,115.7,10.89,7.94,87.31,221.84,Direct,0.8,43.144,440.76,44.076
Hôtel des Îles,2025-04-13,Double,30,22,76.13,1674.86,364.97,79.09,88.38,2207.3,397.22,128.18,22.12,29.69,577.21,OTA,0.7333333333333333,55.82866666666666,1630.0900000000001,54.336333333333336
Hôtel des Îles,2025-04-13,Deluxe,15,14,149.36,2091.04,261.68,126.78,156.05,2635.55,534.5,79.03,49.24,71.63,734.4,Corporate,0.9333333333333333,139.40266666666668,1901.15,126.74333333333334
Hôtel des Îles,2025-04-13,Suite,5,4,250.42,1001.68,88.71,50.27,245.88,1386.54,220.03,36.68,15.16,110.34,382.21,Agency,0.8,200.33599999999998,1004.3299999999999,200.86599999999999
Hôtel des Îles,2025-04-14,Single,10,6,53.09,318.54,44.21,12.34,216.33,591.42,90.59,14.72,2.51,120.83,228.65,Direct,0.6,31.854000000000003,362.77,36.277
Hôtel des Îles,2025-04-14,Double,30,22,85.98,1891.56,436.98,131.55,97.54,2557.63,306.77,164.05,35.16,48.93,554.91,Direct,0.7333333333333333,63.052,2002.7200000000003,66.75733333333334
Hôtel des Îles,2025-04-14,Deluxe,15,13,175.02,2275.26,196.88,111.01,195.22,2778.37,448.62,81.86,35.6,81.36,647.44,OTA,0.8666666666666667,151.68400000000003,2130.93,142.06199999999998
Hôtel des Îles,2025-04-14,Suite,5,4,192.65,770.6,155.83,29.75,238.06,1194.24,149.54,51.91,10.63,110.41,322.49,OTA,0.8,154.12,871.75,174.35
Hôtel des Îles,2025-04-15,Single,10,9,44.8,403.2,47.65,17.53,218.11,686.49,113.91,13.44,4.7,87.37,219.42,Direct,0.9,40.32,467.07000000000005,46.70700000000001
Hôtel des Îles,2025-04-15,Double,30,22,102.26,2249.72,281.51,25.39,191.86,2748.48,625.84,108.99,5.17,70.0,810.0,Direct,0.7333333333333333,74.99066666666666,1938.48,64.616
Hôtel des Îles,2025-04-15,Deluxe,15,11,143.98,1583.78,297.74,123.08,66.74,2071.34,451.67,81.94,34.29,37.07,604.97,Agency,0.7333333333333333,105.58533333333334,1466.3700000000001,97.75800000000001
Hôtel des Îles,2025-04-15,Suite,5,4,315.09,1260.36,176.61,42.74,151.84,1631.55,367.72,63.52,16.7,53.76,501.7,OTA,0.8,252.07199999999997,1129.85,225.96999999999997
Hôtel des Îles,2025-04-16,Single,10,6,69.58,417.48,89.48,4.08,219.72,730.76,88.55,26.91,1.53,94.39,211.38,Corporate,0.6,41.748000000000005,519.38,51.938
Hôtel des Îles,2025-04-16,Double,30,24,87.87,2108.88,221.89,74.85,67.41,2473.03,407.01,90.15,17.24,33.31,547.71,Agency,0.8,70.296,1925.3200000000002,64.17733333333334
Hôtel des Îles,2025-04-16,Deluxe,15,10,148.88,1488.8,287.37,76.17,182.75,2035.09,315.82,74.4,27.18,92.04,509.44,OTA,0.6666666666666666,99.25333333333333,1525.6499999999999,101.71
Hôtel des Îles,2025-04-16,Suite,5,2,273.69,547.38,83.75,5.72,93.01,729.86,135.99,27.39,2.1,54.41,219.89,Corporate,0.4,109.476,509.97,101.994
Hôtel des Îles,2025-04-17,Single,10,8,53.99,431.92,42.24,7.14,243.96,725.26,66.41,17.2,1.89,75.93,161.43,Agency,0.8,43.192,563.8299999999999,56.382999999999996
Hôtel des Îles,2025-04-17,Double,30,25,94.7,2367.5,280.73,79.24,235.79,2963.26,678.56,110.36,29.87,93.35,912.14,OTA,0.8333333333333334,78.91666666666667,2051.1200000000003,68.37066666666668
Hôtel des Îles,2025-04-17,Deluxe,15,11,143.41,1577.51,337.94,54.89,195.46,2165.8,300.41,91.26,14.85,82.27,488.79,Direct,0.7333333333333333,105.16733333333333,1677.0100000000002,111.80066666666669
Hôtel des Îles,2025-04-17,Suite,5,3,295.46,886.38,212.78,70.82,124.37,1294.35,172.68,89.72,28.31,60.8,351.51,Corporate,0.6,177.276,942.8399999999999,188.56799999999998
Hôtel des Îles,2025-04-18,Single,10,6,69.68,418.08,22.67,11.26,78.9,530.91,77.32,9.77,2.34,28.87,118.3,Direct,0.6,41.808,412.60999999999996,41.260999999999996
Hôtel des Îles,2025-04-18,Double,30,22,92.17,2027.74,305.19,43.99,239.52,2616.44,445.25,79.89,15.21,95.49,635.84,OTA,0.7333333333333333,67.59133333333334,1980.6,66.02
Hôtel des Îles,2025-04-18,Deluxe,15,12,137.25,1647.0,192.65,61.17,235.43,2136.25,469.74,51.63,13.85,105.63,640.85,Direct,0.8,109.8,1495.4,99.69333333333334
Hôtel des Îles,2025-04-18,Suite,5,4,192.98,771.92,170.79,7.25,187.91,1137.87,163.13,49.74,2.03,60.66,275.56,OTA,0.8,154.384,862.31,172.462
Hôtel des Îles,2025-04-19,Single,10,8,52.69,421.52,69.31,19.2,132.1,642.13,75.4,27.66,4.33,43.75,151.14,OTA,0.8,42.152,490.99,49.099000000000004
Hôtel des Îles,2025-04-19,Double,30,24,66.89,1605.36,280.43,82.76,192.81,2161.36,311.27,88.19,23.8,75.63,498.89,Agency,0.8,53.51199999999999,1662.4700000000003,55.415666666666674
Hôtel des Îles,2025-04-19,Deluxe,15,10,148.62,1486.2,138.4,47.48,151.58,1823.66,403.55,57.83,18.13,68.63,548.14,OTA,0.6666666666666666,99.08,1275.52,85.03466666666667
Hôtel des Îles,2025-04-19,Suite,5,5,220.21,1101.05,111.64,4.6,52.05,1269.34,168.82,28.1,1.02,19.35,217.29,Direct,1.0,220.20999999999998,1052.05,210.41
Hôtel des Îles,2025-04-20,Single,10,4,52.6,210.4,39.05,4.98,162.32,416.75,54.12,15.45,1.66,91.1,162.33,Corporate,0.4,21.04,254.42,25.442
Hôtel des Îles,2025-04-20,Double,30,22,78.56,1728.32,164.2,65.92,76.52,2034.96,361.67,46.87,17.98,31.53,458.05,Agency,0.7333333333333333,57.61066666666667,1576.91,52.56366666666667
Hôtel des Îles,2025-04-20,Deluxe,15,6,130.28,781.68,119.68,35.63,94.32,1031.31,205.97,37.33,13.7,46.88,303.88,OTA,0.4,52.111999999999995,727.43,48.49533333333333
Hôtel des Îles,2025-04-20,Suite,5,3,252.51,757.53,62.84,2.55,140.81,963.73,204.67,25.41,0.98,64.77,295.83,Direct,0.6,151.506,667.9000000000001,133.58
Hôtel des Îles,2025-04-21,Single,10,7,58.02,406.14,74.78,31.91,62.61,575.44,115.93,30.87,8.39,37.07,192.26,Direct,0.7,40.614,383.18000000000006,38.318000000000005
Hôtel des Îles,2025-04-21,Double,30,19,95.76,1819.44,284.55,51.93,208.44,2364.36,479.82,122.96,10.54,113.13,726.45,Agency,0.6333333333333333,60.648,1637.91,54.597
Hôtel des Îles,2025-04-21,Deluxe,15,10,106.96,1069.6,187.06,70.65,237.35,1564.66,289.29,62.73,23.1,132.18,507.3,OTA,0.6666666666666666,71.30666666666666,1057.3600000000001,70.49066666666667
Hôtel des Îles,2025-04-21,Suite,5,5,218.97,1094.85,177.45,34.86,184.93,1492.09,173.36,48.76,10.45,74.17,306.74,Direct,1.0,218.96999999999997,1185.35,237.07
Hôtel des Îles,2025-04-22,Single,10,9,63.13,568.17,114.35,35.45,145.58,863.55,121.86,28.84,13.66,70.02,234.38,Direct,0.9,56.81699999999999,629.17,62.916999999999994
Hôtel des Îles,2025-04-22,Double,30,19,84.3,1601.7,111.62,125.5,109.2,1948.02,449.49,28.0,25.63,48.02,551.14,Direct,0.6333333333333333,53.39,1396.88,46.56266666666667
Hôtel des Îles,2025-04-22,Deluxe,15,10,132.64,1326.4,115.56,84.06,133.21,1659.23,217.55,40.08,18.34,45.12,321.09,Direct,0.6666666666666666,88.42666666666668,1338.14,89.20933333333333
Hôtel des Îles,2025-04-22,Suite,5,3,275.37,826.11,205.43,8.7,59.86,1100.1,209.96,85.55,3.21,30.14,328.86,Agency,0.6,165.222,771.2399999999999,154.248
Hôtel des Îles,2025-04-23,Single,10,7,55.36,387.52,54.49,27.21,70.01,539.23,73.11,21.82,5.96,27.74,128.63,OTA,0.7,38.751999999999995,410.6,41.06
Hôtel des Îles,2025-04-23,Double,30,22,88.7,1951.4,280.17,42.94,78.37,2352.88,293.81,99.86,9.51,32.72,435.9,OTA,0.7333333333333333,65.04666666666667,1916.98,63.89933333333333
Hôtel des Îles,2025-04-23,Deluxe,15,12,147.58,1770.96,200.81,92.7,66.01,2130.48,330.02,81.28,28.34,38.18,477.82,OTA,0.8,118.06400000000001,1652.66,110.17733333333334
Hôtel des Îles,2025-04-23,Suite,5,3,270.36,811.08,184.26,55.0,92.14,1142.48,197.61,48.74,20.2,32.47,299.02,Direct,0.6,162.216,843.46,168.692
Hôtel des Îles,2025-04-24,Single,10,8,71.05,568.4,35.29,34.06,163.03,800.78,123.45,11.01,10.23,65.47,210.16,Corporate,0.8,56.839999999999996,590.62,59.062
Hôtel des Îles,2025-04-24,Double,30,22,102.53,2255.66,364.16,37.33,174.7,2831.85,459.38,152.54,10.85,90.48,713.25,Direct,0.7333333333333333,75.18866666666666,2118.6,70.61999999999999
Hôtel des Îles,2025-04-24,Deluxe,15,12,163.53,1962.36,395.22,117.67,151.97,2627.22,533.02,133.35,26.45,71.32,764.14,Agency,0.8,130.82399999999998,1863.08,124.20533333333333
Hôtel des Îles,2025-04-24,Suite,5,3,289.09,867.27,100.85,67.8,222.69,1258.61,172.12,34.57,19.19,76.77,302.65,Agency,0.6,173.454,955.9599999999999,191.19199999999998
Hôtel des Îles,2025-04-25,Single,10,8,57.95,463.6,94.04,21.54,175.12,754.3,73.14,27.48,4.63,67.71,172.96,OTA,0.8,46.36,581.3399999999999,58.13399999999999
Hôtel des Îles,2025-04-25,Double,30,22,116.06,2553.32,197.66,173.44,173.3,3097.72,454.43,56.42,64.97,90.6,666.42,OTA,0.7333333333333333,85.11066666666667,2431.2999999999997,81.04333333333332
Hôtel des Îles,2025-04-25,Deluxe,15,12,149.03,1788.36,195.68,61.03,87.19,2132.26,298.04,77.21,15.47,47.61,438.33,Agency,0.8,119.22399999999999,1693.9300000000003,112.92866666666669
Hôtel des Îles,2025-04-25,Suite,5,5,289.84,1449.2,173.61,52.62,168.99,1844.42,429.1,54.78,20.24,64.35,568.47,Agency,1.0,289.84000000000003,1275.95,255.19
Hôtel des Îles,2025-04-26,Single,10,7,82.8,579.6,42.14,5.29,119.53,746.56,153.26,15.66,1.17,66.42,236.51,OTA,0.7,57.96,510.04999999999995,51.004999999999995
Hôtel des Îles,2025-04-26,Double,30,18,96.2,1731.6,96.37,2.07,75.88,1905.92,325.11,32.37,0.62,25.91,384.01,OTA,0.6,57.72,1521.91,50.730333333333334
Hôtel des Îles,2025-04-26,Deluxe,15,11,132.55,1458.05,256.09,63.83,96.24,1874.21,293.9,95.47,23.76,50.62,463.75,OTA,0.7333333333333333,97.20333333333333,1410.46,94.03066666666668
Hôtel des Îles,2025-04-26,Suite,5,4,305.46,1221.84,70.38,59.19,146.96,1498.37,202.66,21.51,22.38,68.34,314.89,OTA,0.8,244.368,1183.48,236.696
Hôtel des Îles,2025-04-27,Single,10,9,69.99,629.91,86.14,29.9,96.68,842.63,183.42,31.68,7.84,42.05,264.99,Corporate,0.9,62.991,577.64,57.763999999999996
Hôtel des Îles,2025-04-27,Double,30,24,75.94,1822.56,138.68,111.2,63.67,2136.11,276.83,59.58,35.17,25.82,397.4,Direct,0.8,60.751999999999995,1738.71,57.957
Hôtel des Îles,2025-04-27,Deluxe,15,11,131.0,1441.0,268.74,11.71,115.67,1837.12,232.42,71.13,2.8,51.54,357.89,Corporate,0.7333333333333333,96.06666666666666,1479.23,98.61533333333334
Hôtel des Îles,2025-04-27,Suite,5,4,274.96,1099.84,190.26,85.98,72.26,1448.34,199.97,65.57,33.85,38.41,337.8,Corporate,0.8,219.968,1110.54,222.108
Hôtel des Îles,2025-04-28,Single,10,8,58.38,467.04,96.08,29.0,157.01,749.13,125.92,35.47,7.62,73.53,242.54,OTA,0.8,46.704,506.59000000000003,50.659000000000006
Hôtel des Îles,2025-04-28,Double,30,20,93.38,1867.6,383.54,55.49,57.88,2364.51,381.9,142.73,12.42,33.41,570.46,Direct,0.6666666666666666,62.25333333333333,1794.0500000000002,59.80166666666667
Hôtel des Îles,2025-04-28,Deluxe,15,8,169.07,1352.56,230.33,72.67,127.83,1783.39,301.85,103.18,17.64,54.37,477.04,Direct,0.5333333333333333,90.17066666666666,1306.3500000000001,87.09
Hôtel des Îles,2025-04-28,Suite,5,3,199.06,597.18,147.91,22.44,101.28,868.81,169.41,51.5,7.18,33.29,261.38,OTA,0.6,119.43599999999999,607.43,121.48599999999999
Hôtel des Îles,2025-04-29,Single,10,5,42.45,212.25,22.24,8.58,241.74,484.81,37.33,8.76,2.77,121.81,170.67,OTA,0.5,21.225,314.14,31.413999999999998
Hôtel des Îles,2025-04-29,Double,30,23,98.14,2257.22,116.61,175.17,136.34,2685.34,666.79,32.43,55.61,49.12,803.95,Corporate,0.7666666666666667,75.24066666666666,1881.39,62.713
Hôtel des Îles,2025-04-29,Deluxe,15,10,137.57,1375.7,97.83,20.73,150.1,1644.36,370.04,27.4,6.88,59.6,463.92,Direct,0.6666666666666666,91.71333333333334,1180.4399999999998,78.69599999999998
Hôtel des Îles,2025-04-29,Suite,5,3,240.13,720.39,45.27,11.18,181.23,958.07,200.44,13.61,2.97,83.57,300.59,Direct,0.6,144.078,657.48,131.496
Hôtel des Îles,2025-04-30,Single,10,6,54.75,328.5,38.59,16.64,60.04,443.77,79.27,10.83,6.09,24.41,120.6,Direct,0.6,32.85,323.16999999999996,32.31699999999999
Hôtel des Îles,2025-04-30,Double,30,20,83.39,1667.8,387.51,100.19,62.78,2218.28,428.96,137.74,38.09,24.73,629.52,OTA,0.6666666666666666,55.593333333333334,1588.7600000000002,52.95866666666667
Hôtel des Îles,2025-04-30,Deluxe,15,11,153.08,1683.88,236.19,129.12,102.16,2151.35,425.03,103.49,42.96,57.35,628.83,Corporate,0.7333333333333333,112.25866666666667,1522.52,101.50133333333333
Hôtel des Îles,2025-04-30,Suite,5,4,268.16,1072.64,213.18,45.31,132.25,1463.38,204.14,95.88,9.71,41.4,351.13,Direct,0.8,214.52800000000002,1112.25,222.45
Hôtel des Îles,2025-05-01,Single,10,5,57.32,286.6,35.35,22.42,136.88,481.25,49.46,12.13,7.53,75.24,144.36,OTA,0.5,28.660000000000004,336.89,33.689
Hôtel des Îles,2025-05-01,Double,30,21,74.26,1559.46,156.6,119.13,146.67,1981.86,311.51,44.83,29.65,80.65,466.64,OTA,0.7,51.982,1515.2199999999998,50.50733333333333
Hôtel des Îles,2025-05-01,Deluxe,15,9,140.07,1260.63,314.73,70.09,111.68,1757.13,354.9,127.89,14.23,60.87,557.89,Direct,0.6,84.042,1199.2400000000002,79.94933333333334
Hôtel des Îles,2025-05-01,Suite,5,5,235.97,1179.85,99.63,71.95,248.02,1599.45,314.63,30.8,17.91,90.6,453.94,Direct,1.0,235.96999999999997,1145.51,229.102
Hôtel des Îles,2025-05-02,Single,10,7,75.64,529.48,61.45,28.87,119.89,739.69,96.31,19.96,7.35,39.14,162.76,Corporate,0.7,52.948,576.9300000000001,57.693000000000005
Hôtel des Îles,2025-05-02,Double,30,19,98.23,1866.37,177.78,118.39,210.88,2373.42,337.93,56.39,26.86,67.96,489.14,Agency,0.6333333333333333,62.212333333333326,1884.2800000000002,62.80933333333334
Hôtel des Îles,2025-05-02,Deluxe,15,10,147.94,1479.4,78.86,22.11,180.98,1761.35,305.29,35.21,7.36,106.23,454.09,Direct,0.6666666666666666,98.62666666666668,1307.26,87.15066666666667
